"id","Smoke flower","Vape flower","Vape cartridges","Edibles (e.g. gummies, chocolate, lozenges, beverages, cooking oils, etc.)","Concentrates (e.g. rosin, shatter, wax, hash, kief)","Tinctures","Salves/topicals","Transdermal patches","Suppositories","Capsules"
11062634752,"","","","I don't know how much I use per week","","","","","",""
11027692007,"","","","26-50 mg","","","","","",""
10923325388,"","","","","","","","","",""
10893948558,"","","","26-50 mg","","","","","",""
10889700541,"","","","","","","","","",""
10888170961,"","","","","","","","","",""
10885759801,"","","","201- 500 mg","","","","","",""
10884768912,"","","","26-50 mg","","","","","",""
10883497633,"","","","I don't know how much I use per week","","","","","","None"
10882385979,"","","","501-1000 mg","","","","","",""
10880715177,"","","","26-50 mg","","","","","",""
10879062209,"","","","","","","","","",""
10878751296,"","","","51-100 mg","","","","","",""
10878422887,"","","","6-25 mg","","","","","",""
10878214093,"","","","","","","","","",""
10877788133,"","","","26-50 mg","","","","","",""
10877606410,"","","","","","","","","",""
10877565497,"","","","51-100 mg","","","","","",""
10877416704,"","","","","","","","","",""
10877375002,"","","","","","","","","",""
10877194985,"","","","101-200 mg","","","","","",""
10876876072,"","","","","","","","","",""
10876604101,"","","","1000+ mg","","","","None","None",""
10876510380,"","","","6-25 mg","","","","None","","51-100 mg"
10876485783,"","","","","","","","","",""
10876392009,"","","","","","","","","",""
10876336346,"","","","","","","","","","I don't know how much I use per week"
10876100377,"","","","I don't know how much I use per week","","","","","",""
10876001530,"","","","51-100 mg","","","","","",""
10875993925,"","","","","","","","","",""
10875944995,"","","","26-50 mg","","","","","",""
10875700450,"","","","5 mg","","","","","",""
10875696093,"","","","","","","","","",""
10875617011,"","","","I don't know how much I use per week","","","","","",""
10875562577,"","","","","","","","","",""
10875530570,"","","","I don't know how much I use per week","","","","","","I don't know how much I use per week"
10875529110,"","","","I don't know how much I use per week","","","","","",""
10875526461,"","","","","","","","","",""
10875511603,"","","","","","","","","",""
10875507777,"","","","26-50 mg","","","","","",""
10875503972,"","","","51-100 mg","","","","","","6-25 mg"
10875479466,"","","","","","","","","",""
10875473988,"","","","","","","","","",""
10875467061,"","","","","","","","None","",""
10875462742,"","","","501-1000 mg","","","","","",""
10875460020,"","","","","","","","","",""
10875458883,"","","","51-100 mg","","","","","",""
10874749577,"","","","","","","","","",""
10867812743,"","","","I don't know how much I use per week","","","","","",""
10867810520,"","","","","","","","","",""
10867615622,"","","","","","","","","",""
10860535252,"","","","6-25 mg","","","","","",""
10859949104,"","","","","","","","","",""
10858082192,"","","","","","","","","",""
10856437127,"","","","I don't know how much I use per week","","","","","",""
10855896441,"","","","","","","","","",""
