"id","Strain 1","Strain 2","Strain 3"
10229488647,"kush","",""
10133779899,"Mr. Clean","Golden lemon","Pennywise"
10615389728,"Hybrid ","Sativa","Indica"
10136956781,"Gg4","Black dog","Bio disesl "
10232619769,"Sour d ","Chem dawg ","Your mama"
10167461882,"Purple Gorilla","Green Crack","Purple Urkle "
10514133473,"ACDC","Skywalker","Harlequin"
10288684650,"Master Kush x Skunk","Banana OG","Deep Chunkolate"
10235873040,"Blueberry og","",""
10235861140,"Because I buy non-regulated, I'm not always sure what my strain is.","Northern Lights","Cherry Pie"
10230804869,"Kosher kush","Skywalker","Gorilla glue"
10229628331,"Diesel ","OG Kush","Buddah "
10214140927,"Blue Dream","Green Crack","Sour Diesel"
10201076986,"green crack","grandadddy purp","headband"
10158853744,"Blue berry","Sour purple desle","White widow"
10156543135,"Sacari","Buddha's Sister","Melodious Funk x Jack Herer"
10145264898,"White Widow Skunk","Deep Chunkolate","Bruce Banner"
10142940938,"Sour Tsunami ","Hurricane","Facewreck"
10140592522,"n/a","n/a","n/a"
10136878865,"Green crack","Lemon cello","Kill queen"
10134673876,"shark shock","wedding cake","pink panties"
10132235608,"Night Nurse","Mango Kush","Lemon Jeffrey "
10127294443,"Blue dream","Facewreck","Stardawg"
10124310683,"Doesnt matter","Doesnt matter","Doesnt matter"
10123037906,"Green crack","Gorilla glue ","Mimosa"
10958082921,"Wedding Cake ","Gorilla Glue","Skunk"
10614765881,"Meltdown","Blue Cheese","'88 G-13 Hashplant"
10584635591,"Sour Diesel","Blue Dream","BIo Diesel"
10340116686,"GG4","Bootylicious ","Blue dream "
10201808150,"Chem dawg","Gorilla glue #4","Og kush"
10178504083,"Star pupil","Bruce banner","Grape ape"
10176802981,"Tang Tang Afghani","Lemon Meringue","Cookies and Cream"
10166956961,"Strawberry Haze","Green Crack","Rosetta "
10164556386,"Blue OG","Purple Kush","Gorilla Glue #4"
10160586191,"Madgirl","Citrix","Gummy Bear"
10142134805,"Tangerine Haze","Hurricane","Jack Pine"
10131191189,"blue dream","redline",""
10128457377,"Blissful Wizard","Durban Poison","Blue Dream"
10121182078,"Sweet black angel","Lavender jones ","Sour tsunami"
10113037295,"Sunshine Daydream","Mother of Berries ","Blueberry "
11095751213,"Critical Sensei Star","Garlic Grove","9 pound hammer"
10241027129,"Any Indica","",""
10234243108,"White Widow","Maui Wowie","Purple Trainwreck"
10233370591,"Lemon og","Cosmic glue","Jack herer"
10230346299,"Durban poison","Blue dream","Headband"
10229680195,"L'Orange","Sour Diesel","Super Lemon Haze"
10212896873,"Bubba Kush","Sour Diesel","Death Star"
10198229092,"Tropicanna","Super Lemon Haze","Pucker"
10198112398,"Super Lemon Haze","Silver Mountain ",""
10185410224,"Trainwreck","OG Kush","Chocolate Oranges"
10180792818,"idk","idk","idk"
10178986427,"Blue dream ","Sky walker OG","Cheese (any) "
10178427378,"Silver Haze","Blue Dream","Bubblegum"
10176318815,"soulmate","buddha's sister","headband"
10158359541,"Strawberry Fields","Black D.O.G.","Grand Daddy Purp "
10129462723,"Bio Deisel","Blue OG","Gorilla Glue"
10127347345,"black mamba","",""
10127222916,"pomegranate blueberry (indica cartridge from Neta) ","OG Kush","chem dog "
10123332415,"Star 91 #8","Grease Monkey #7","Double Stuffed"
10120110022,"Lemon Meringue ","Blue Dream","Durban Poison"
10118620332,"Star 91 #8","Grease Monkey #7","Double Stuffed"
10117867617,"GG4","Blue Dream","Bio Desiel "
10539029989,"Sour Tangie","Lemon Skunk","Mother of Berries"
10340127453,"White Knuckles","Ghost Train Haze","Arcata Trainwreck"
10260504037,"Girl Scout cookie ","Jack Frost ","Cookie and cream "
10198147123,"Tangie","Agent Orange","Sour Diesel"
10191237902,"sour tangie","sapphire","mandarin cookies"
10166563134,"Idk","Idk","Idk"
10153739906,"White Rhino×Bubba","GG 4","Blue Dream"
10149452852,"Sour Diesel","Citrix","Bubba OG"
10143215809,"Pure CBD","Blue dream","Idk"
10142571108,"Trainwreck","Glass Slipper","Wife"
10142388213,"Sour diesel","Og kush","Blue dream"
10137267705,"AK-47","Big Bud","Chocoloupe"
10136679921,"White Widow","Blue Dream","Blueberry Kush"
10133313827,"Gg4","Chuck og","Sour desiel"
10132020171,"Buddha's Sister","Bruce Banner","Durban Poison"
10131452305,"Chocolope","Master Kush","Hard Candy"
10127502019,"Durban Poison","GG#4","Northern Durban"
10127389359,"Sweet Pink Grapefruit","Purple Chem","Blue Dream"
10120129559,"Super Silver Haze","Cookies and Cream","Granddaddy Purple"
10120091371,"Headband","Haze","Jack Herer"
11177812554,"AK47","NORTHERN LIGHTS","GRAPEFRUIT"
10544586314,"Gorilla Glue","Skywalker OG","Indict Don Hybrids"
10308943093,"Tang Tang x Afghani","",""
10236014104,"Green crack","Strawberry banana","lemonade sour diesel"
10235888421,"green crack","gorilla glue #4","blue dream"
10229502087,"Chem Dawg #4","Girl Scout Cookies","Afghani"
10207891021,"Sour Diesel","Chem Dawg","Hindu Kush"
10188601839,"Girl Scout Cookie","Gorilla Glue","Lemon Meringue"
10166518570,"Sativa","Sativa","Sativa "
10160094020,"Grease Monkey OG","Lemon Haze",""
10137952529,"Gorilla Glue","Green Crack","Gellato"
10132248093,"Granddaddy Purple","Meltdown","Hindu Kush"
10131297032,"Citrique","Double Stuffed","French Toast"
10131197986,"las vegas bubba kush","Bruce banner","Longs peak blue "
10128227172,"Cookie pebbles","Roadkill Skunk x Chem","Bubba x Blockhead"
10127706116,"Golden Goat","Maui Wowie","Pineapple Express"
10127197108,"sativa","CBD",""
10113721076,"Lemon Jeffery ","Facewreak","Triangle mints "
10113273807,"Buckeye Purple","Blue OG","Granddaddy Purple"
10557455189,"White Fire Alien","Mango Tango","Girl Scout Cookie"
10490532265,"Lee Roy","Durban Poison","Do Si Dos"
10448976285,"Snow Dog","Pangea","Jack Herer"
10229924394,"?","?","?"
10213991849,"all","",""
10212670183,"Swamp Thing","Granddaddy Purple","Sour Sunset"
10211143094,"Sour Diesel","God's Gift","Girl Scout Cookies"
10201740973,"Pink Kush","Do-Si-Dos","Wedding Cake"
10191743884,"Blue dragon","Northern lights","Something with a strong body high"
10191616641,"Sour D","Unknown n/a","Unknown n/-"
10182158425,"Blue dream ","Kush ",""
10179330306,"sativa","hybrid - sativa dominant","gorilla glue"
10171863955,"GSC","LVBK","Dakini Kush"
10153797292,"Buddha's sister","Sour diesel","Kush"
10153403072,"Blue Dream","Star Killer","Platinum Cookies"
10143278634,"Wonder woman","Citrus sap","C99"
10142453509,"Black dog","Mandrin dream","Lemon jeffery"
10133161650,"Trainwreck","Maui Wowie","Jack Herer"
10127156717,"Sweet Tooth","GSC","Buddha's Sister"
10607912288,"Meltdown","VYB Float","Jack Herer"
10571082808,"Jack Herer","Blueberry Kush","Girl scout Cookies "
10389814869,"Sour diesel","",""
10280619911,"sunset sherbet","mimosa","N/a"
10247119003,"Deep chunkolate","Black triangle kush","Blue dream"
10231068611,"White harmony ","Gelato #33","Mag mile "
10230746193,"Tahoe OG","Durban Poison","Strawnana"
10229601010,"Jack harer ","Sour cookies ","Animal cookies "
10220475020,"GG#4","Jack Frost","Facewreck"
10186078923,"sour diesel","jack herer","blue cheese"
10180657381,"blue dream","incense haze","kush"
10179669534,"Gorilla Glue #4","Afgan Kush","OG Kush"
10179433467,"Sour Diesel","Kush","Blue Dream"
10176933598,"Black Triangle Kush","Buddah's Sister","Cookies and Cream"
10132818474,"Pineapple express","Jack herier ","Kush "
10132036582,"I haven't found my #1 favorite yet","Northern Lights","Alion"
10131938232,"Gorilla Glue","Bio Diesel","Grandaddy purple"
10127640903,"Hawaiian Spice","Blue Dream","Triangle Kush"
10127339756,"Northern Lights","VYB Boost","Grape God"
10125239383,"blue dream","",""
10124535755,"Fire OG"," Russian Bubble Tea (Friends personal cross)","Pineapple Dream"
10120941745,"East Coast Sour Diesel","Gorilla Glue #4","Motorbreath"
10616732328,"Night Terror","Night Nurse ","Trainwreck"
10460681546,"Girl Scout Cookies (original)","Gelato","Wedding Cake"
10301544217,"Swamp thing","GG#4","Blue dream"
10263250071,"3 chems","Dosido #22","Grand daddy purple"
10256517627,"Flo OG","",""
10253880384,"Sour diesle","Ggg","Tangie"
10247538120,"Blue dreams","Skunk og kush","Bubba"
10235626582,"None In Particular, Prefer Hybirds or Indica's","",""
10219185284,"Sour diesel","Moonrise","GSC"
10194507000,"Northern lights","Cheese","Grand Daddy Purp"
10192058859,"n/a","n/a","n/a"
10191915115,"Blue dream","Jack herer ","OG Kush "
10188650039,"Red headed stranger","Blue dream","Bubba kush"
10187571266,"Chem","Blue Dream","Jack"
10176582087,"Las Vegas Bubba Kush","Girl Scout Cookies","Black Dog"
10156516032,"Strawberry Pebbles","Jack Herrer","Blue Dream"
10156505734,"Strawberry Pebbles","Killer Queen","Jack Herrer"
10142712564,"Sativa","Hybrid","Indica"
10138444251,"Flo","Spur diesel","Gassy ogs"
10136358903,"Grape God","Gorilla Glue #4","Biodiesel"
10133552929,"Chemdawg","Sour diesel ","Gorilla glue"
10133477675,"Bio Diesel","Platinum Girscout ","GG 4"
10132944471,"Snowland","Gorilla glue","Chemdog"
10131570320,"Skywalker Kush","Cookies and Cream","Cherry Cookies"
10131426326,"Grand Daddy Purp","Blue Dream","Gorilla Glue"
10129239299,"Ak47","Chocolope","Big Bud"
10127311385,"Granddaddy Purple","Sour Diesel","3 Chems"
10116561460,"Buddha’s Sister","Bubba Kush ","Blueberry"
10115922114,"Peach Purée","Lemon Jeffery","Blue OG"
10113911131,"Lambs bread","Amnesia haze","GG"
10113145654,"Northern Lights","Super Silver Haze","Bubba Kush"
11095988184,"GG#4","Facewreck","Blue Dream"
10344043376,"Sour Diesel","Harlequin","Tangie"
10313637005,"Shark Shock","Herijuana","Special Sauce"
10265706943,"Green crack","X 18","Gelato #33"
10260573889,"Blue dream","Gdp","The evelyne"
10256255317,"GOD FATHER OG","CHEMDAWG","ROYAL-BLUEMATIC"
10253881475,"sour diesal","grape street","black mamba"
10232009660,"Blue dream","Phantom cookies","Jack Harare "
10229855762,"Cinex","Jillybean","Honey banana "
10211611510,"lemon meringue ","CBD and 1-1 ",""
10194559499,"N/a","",""
10191634878,"Blue Dream","Girl Scout Cookie ","Gorilla Glue #4"
10179714310,"candy kush ","gorilla glue 4","purple lamborgini"
10179092808,"Blue Mystiq","Raspberry Cough","Super Silver Haze"
10171770881,"Green Crack","Cookie Pebbles ","Ectocooler "
10168741975,"Og","Sour","Kush"
10156427369,"Cotton Candy","Durban","Jackhare "
10147185169,"Blue dream","ACDC","GSC"
10146039671,"Green crack","Sweet skunk","Master kush"
10145567578,"Bruce banner #3","Cannalope haze","Jack herrera"
10144541871,"Blue Dream","Girl Scout Cookies","Blue Cookies "
10144534987,"Bruce Banner","Dourban poison","Headband"
10138747058,"Blissful Wizard","Trainwreck","Chocolate OG"
10134660232,"Indica","Hybrid",""
10131629272,"Ghost Train Haze","Buddha's Sisters","Bootylicious"
10129547446,"I'm strain-agnostic - effects/terpenes are more important","KT Dawg","Blue Dream"
10128137391,"Bruce banner ","Skywalker og ","Sherbet cookies"
10127447594,"Jack Herer ","Durban poison ","Star dawg "
10127325380,"Skywalker Kush","Highwayman","White Widow"
10120105927,"Jack Herer","Blue Dream","Grand Daddy Purple"
11327669448,"Do-si-do","blueberry kush","sour diesel"
10880665922,"Rare Dream","Gorilla Wreck ","Charlottes Web"
10615382686,"Las Vegas Buba Kush","Girl Scout Cookies","Lemon Jeffery"
10243585697,"Sour disesl","Strawberry fields","Lemon meringue "
10229590537,"Pineapple Express","Biscotti Kush","Lemon Haze"
10218215849,"kushberry","grandaddy purple","skywalker kush"
10210916402,"Cannatonic","Critical + 2.0","Jack Herrer"
10210751776,"Gg","3 Chem","Chocolate orange"
10210640265,"gg","chocolate oranges","3 chems"
10210561964,"GG","3 chems","Chocolate orange"
10196553108,"Girl scout cookies","Sour diesel","jet fuel"
10187563095,"Green crack","Gorilla glue","OG kush"
10172671024,"na","na","na"
10167130854,"Silver haze","Blue dreams","Other Sativa heavy hybrids"
10166095333,"Train Wreck","White Widow","Blue Dream"
10157861557," Gorilla cookies","Girl scout cookies","Sour Diesel"
10151540038,"Flo OG","Jack Frost","Bruce Banner"
10147209030,"Manderian Dreams","GG #4","Lemon Jeffery "
10145589686,"GG","Sweet tooth","Gelato"
10142730928,"Blue Dream","Humbolt Country","White Widow"
10138761669,"Sour Tangie","Citrique ","Double Black Domina"
10138269829,"Blueberry","Cannatonic","Blue Dream"
10138213019,"og kush","chemdog","sour diesel"
10136882264,"Lemon alien","Blue dream","Train wreck"
10134672044,"Bruce Banner","Bio Diesel","Blue Dream"
10131264125,"Bubba kush LV","CBD OG Kush ","Any sativa"
10131252823,"Durban poison","Lemon kush","Khalifa kush"
10130458387,"Stardawg ","GDP","Penny wise "
10129433706,"Girl Scout Cookies","GG4","Burnt Cream Pie"
10128178320,"Tres sister","Lemon jeffery ","Cali kush"
10128026830,"Chemdawg","Wedding cake","Dumpster"
10127346623,"Girl Scout Cookies","Star Cookie #11","Highwayman"
10127178776,"Sativa","",""
10124490178,"Space Queen","Strawberry Kush",""
10124311786,"ZSkittles","Gorilla Glue","Grape God"
10124243132,"Bruce Banner","3 Chems","Doc Holiday"
10120576348,"tri wifi","sunshine daydream","gg #4"
11240366384,"Durban Poison ","Cinex","Blue City Diesel"
10564977420,"Gorilla glue","OG Kush","Mendo Breath"
10544524568,"Tangie","Orange Zkittles ","OG Kush"
10389539123,"Lemon Jeffrey","Cheesecake ","Sour Diesel"
10256752506,"Blue dream ","Tri wifi","Mimosa"
10229862575,"Gorilla glue ","Willie Nelson ","Mango kush "
10213810911,"Sweat tooth","Purple haze ","Anything good"
10194492829,"MK Ultra","Laura Winslow ","Bubba Kush"
10192586963,"Sour Grape","N/A","N/A"
10178952613,"sativa strains","sativa dominant hybrid","sativa/indica 50/50 hybrid"
10166941347,"Strawberry Cough","Mimosa","Sour D"
10155131414,NA,"",""
10143041238,"Pot of Gold","Shark Shock","GSC"
10142861804,"Critical OG","Jack Herer","Blue Dream"
10137100957,"Granddaddy purple","Gorilla glue","Walker kush"
10129553130,"durango OG","liberty haze","cookie pebbles"
10127468488,"Sour diesel ","Oh kush","Moon man"
10127441384,"Sour Diesel","Longs Peak Blue","Gorilla Glue "
10127228851,"Purple haze ","GG","Star Dawg"
10125138758,"Jack Herer","Green Crack","Silver Haze"
10113458375,"Blue OG","Night Nurse","Dead Head OG"
10615607693,"Wedding cake ","Jilly bean ","Scott’s og"
10238570848,"green revolution tinctures 5:1 CBD:THC (the indica and stativa tinctures are great to mix with this too)","A List Cannabis Club TRUE OG (Indica)","Kind Love - Pure Love (1:1 CBD:THC)"
10229347523,"All","Of","Them"
10229326795,"Loopy Fruit","NorCal Diesel ","Durban poison "
10229301563,"I don't have a preference","I don't have a preference","I don't have a preference"
10213970859,"Green Ribbon","Jack Herer","Original Amnesia "
10213039422,"Mendo Breath","Rose Especial","Granddaddy Purple"
10206473134,"na","na","na"
10188255992,"Afghan kush","",""
10179920502,"Jack Herer","O R Kush","Black Mamba"
10174392415,"Night Nurse","French Toast","Bruce Banner"
10171907859,"I don't have ","Same ","same"
10170264544,"Sour Diesel","Granddaddy Purple","Sweet Skunk x Jack Heurer"
10149612681,"Chemdawg","Sunburn","Tangerine Haze"
10142697139,"Fire OG","Blue Dream","Clementine"
10139132658,"Og kush","Lavender","Cheese"
10134431722,"Amnesia Lemon","Lemon Skunk","Super Sour Skunk"
10131764296,"Double Black Domina","Grape God","Sweet Tooth"
10129619157,"Sour Diesel","Jillybean","Blue Cheese (or Dream)"
10128186756,"Inica","Indica","Hybrid"
10128138430,"Super lemon haze","Pineapple Express ",""
10127960438,"StarDawg","Gorilla Glue","KT Dawg"
10127356809,"Strawberry Cough","Grape God","Joystick"
10127171612,"Sour diesel","Mimosa","Mother of berries"
10127155757,"Chocolope","Gsc ","Blackberry hash"
