"id","chosen"
11250741921,"Medically indicated, recommended by a licensed clinical provider"
11250243595,"Medically indicated, recommended by a licensed clinical provider"
11249989922,"Medically indicated, recommended by a licensed clinical provider"
11249911719,"Medically indicated, recommended by a licensed clinical provider"
11249860217,"Medically indicated, recommended by a licensed clinical provider"
11249491628,"Medically indicated, recommended by a licensed clinical provider"
11249421052,"Medically indicated, recommended by a licensed clinical provider"
11238685800,"Medically indicated, recommended by a licensed clinical provider"
11238671751,"Medically indicated, recommended by a licensed clinical provider"
11238558967,"Medically indicated, recommended by a licensed clinical provider"
11231679765,"Medically indicated, recommended by a licensed clinical provider"
11221636373,"Medically indicated, recommended by a licensed clinical provider"
11215609540,"Medically indicated, recommended by a licensed clinical provider"
11212784708,"Medically indicated, recommended by a licensed clinical provider"
11212618775,"Medically indicated, recommended by a licensed clinical provider"
11211717848,"Medically indicated, recommended by a licensed clinical provider"
11208627585,"Medically indicated, recommended by a licensed clinical provider"
11183903124,"Medically indicated, recommended by a licensed clinical provider"
11181279818,"Medically indicated, recommended by a licensed clinical provider"
11166997346,"Medically indicated, recommended by a licensed clinical provider"
11166893092,"Medically indicated, recommended by a licensed clinical provider"
11166535497,"Medically indicated, recommended by a licensed clinical provider"
11166390085,"Medically indicated, recommended by a licensed clinical provider"
11166384877,"Medically indicated, recommended by a licensed clinical provider"
11161813510,"Medically indicated, recommended by a licensed clinical provider"
11156548224,"Medically indicated, recommended by a licensed clinical provider"
11150766346,"Medically indicated, recommended by a licensed clinical provider"
11148362084,"Medically indicated, recommended by a licensed clinical provider"
11141987359,"Medically indicated, recommended by a licensed clinical provider"
11141027225,"Medically indicated, recommended by a licensed clinical provider"
11138930846,"Medically indicated, recommended by a licensed clinical provider"
11138400653,"Medically indicated, recommended by a licensed clinical provider"
11138361963,"Medically indicated, recommended by a licensed clinical provider"
11137652132,"Medically indicated, recommended by a licensed clinical provider"
11137625236,"Medically indicated, recommended by a licensed clinical provider"
11137570486,"Medically indicated, recommended by a licensed clinical provider"
11137541759,"Medically indicated, recommended by a licensed clinical provider"
11136832253,"Medically indicated, recommended by a licensed clinical provider"
11136798812,"Medically indicated, recommended by a licensed clinical provider"
11136795358,"Medically indicated, recommended by a licensed clinical provider"
11135990132,"Medically indicated, recommended by a licensed clinical provider"
11135778856,"Medically indicated, recommended by a licensed clinical provider"
11135727852,"Medically indicated, recommended by a licensed clinical provider"
11135570279,"Medically indicated, recommended by a licensed clinical provider"
11135531344,"Medically indicated, recommended by a licensed clinical provider"
11135476295,"Medically indicated, recommended by a licensed clinical provider"
11135466512,"Medically indicated, recommended by a licensed clinical provider"
11135411524,"Medically indicated, recommended by a licensed clinical provider"
11135389919,"Medically indicated, recommended by a licensed clinical provider"
11135380294,"Medically indicated, recommended by a licensed clinical provider"
11135238481,"Medically indicated, recommended by a licensed clinical provider"
11135212674,"Medically indicated, recommended by a licensed clinical provider"
11135151906,"Medically indicated, recommended by a licensed clinical provider"
11135122023,"Medically indicated, recommended by a licensed clinical provider"
11135087208,"Medically indicated, recommended by a licensed clinical provider"
11135019994,"Medically indicated, recommended by a licensed clinical provider"
11134926998,"Medically indicated, recommended by a licensed clinical provider"
11134708109,"Medically indicated, recommended by a licensed clinical provider"
11134698105,"Medically indicated, recommended by a licensed clinical provider"
11134691787,"Medically indicated, recommended by a licensed clinical provider"
11134549629,"Medically indicated, recommended by a licensed clinical provider"
11134536706,"Medically indicated, recommended by a licensed clinical provider"
11134531419,"Medically indicated, recommended by a licensed clinical provider"
11134530007,"Medically indicated, recommended by a licensed clinical provider"
11134526749,"Medically indicated, recommended by a licensed clinical provider"
11134478610,"Medically indicated, recommended by a licensed clinical provider"
11134452367,"Medically indicated, recommended by a licensed clinical provider"
11134445906,"Medically indicated, recommended by a licensed clinical provider"
11129003813,"Medically indicated, recommended by a licensed clinical provider"
11105188699,"Medically indicated, recommended by a licensed clinical provider"
11100035804,"Medically indicated, recommended by a licensed clinical provider"
11076823569,"Medically indicated, recommended by a licensed clinical provider"
11062634752,"Medically indicated, recommended by a licensed clinical provider"
11057923056,"Medically indicated, recommended by a licensed clinical provider"
11054943670,"Medically indicated, recommended by a licensed clinical provider"
11045739846,"Medically indicated, recommended by a licensed clinical provider"
11036310394,"Medically indicated, recommended by a licensed clinical provider"
11034650778,"Medically indicated, recommended by a licensed clinical provider"
11033502369,"Medically indicated, recommended by a licensed clinical provider"
11030978965,"Medically indicated, recommended by a licensed clinical provider"
11006369538,"Medically indicated, recommended by a licensed clinical provider"
11003496788,"Medically indicated, recommended by a licensed clinical provider"
10985275093,"Medically indicated, recommended by a licensed clinical provider"
10975405385,"Medically indicated, recommended by a licensed clinical provider"
10923325388,"Medically indicated, recommended by a licensed clinical provider"
10894995749,"Medically indicated, recommended by a licensed clinical provider"
10893828061,"Medically indicated, recommended by a licensed clinical provider"
10893671348,"Medically indicated, recommended by a licensed clinical provider"
10893153651,"Medically indicated, recommended by a licensed clinical provider"
10892827041,"Medically indicated, recommended by a licensed clinical provider"
10892190679,"Medically indicated, recommended by a licensed clinical provider"
10890414342,"Medically indicated, recommended by a licensed clinical provider"
10889700541,"Medically indicated, recommended by a licensed clinical provider"
10888170961,"Medically indicated, recommended by a licensed clinical provider"
10887410730,"Medically indicated, recommended by a licensed clinical provider"
10886504576,"Medically indicated, recommended by a licensed clinical provider"
10886185272,"Medically indicated, recommended by a licensed clinical provider"
10886020524,"Medically indicated, recommended by a licensed clinical provider"
10885759801,"Medically indicated, recommended by a licensed clinical provider"
10882385979,"Medically indicated, recommended by a licensed clinical provider"
10878751296,"Medically indicated, recommended by a licensed clinical provider"
10878422887,"Medically indicated, recommended by a licensed clinical provider"
10877788133,"Medically indicated, recommended by a licensed clinical provider"
10877194985,"Medically indicated, recommended by a licensed clinical provider"
10876604101,"Medically indicated, recommended by a licensed clinical provider"
10876510380,"Medically indicated, recommended by a licensed clinical provider"
10876485783,"Medically indicated, recommended by a licensed clinical provider"
10876336346,"Medically indicated, recommended by a licensed clinical provider"
10876001530,"Medically indicated, recommended by a licensed clinical provider"
10875993925,"Medically indicated, recommended by a licensed clinical provider"
10875944995,"Medically indicated, recommended by a licensed clinical provider"
10875700450,"Medically indicated, recommended by a licensed clinical provider"
10875530570,"Medically indicated, recommended by a licensed clinical provider"
