"id","chosen"
11250528880,"War in Iraq: Operation Iraqi Freedom"
11249989922,"War in Iraq: Operation Iraqi Freedom"
11249911719,"War in Iraq: Operation Iraqi Freedom"
11248164514,"War in Iraq: Operation Iraqi Freedom"
11239041530,"War in Iraq: Operation Iraqi Freedom"
11238077963,"War in Iraq: Operation Iraqi Freedom"
11231679765,"War in Iraq: Operation Iraqi Freedom"
11226611149,"War in Iraq: Operation Iraqi Freedom"
11211717848,"War in Iraq: Operation Iraqi Freedom"
11208627585,"War in Iraq: Operation Iraqi Freedom"
11179999382,"War in Iraq: Operation Iraqi Freedom"
11166535497,"War in Iraq: Operation Iraqi Freedom"
11164232720,"War in Iraq: Operation Iraqi Freedom"
11141987359,"War in Iraq: Operation Iraqi Freedom"
11141027225,"War in Iraq: Operation Iraqi Freedom"
11138400653,"War in Iraq: Operation Iraqi Freedom"
11137664485,"War in Iraq: Operation Iraqi Freedom"
11137652132,"War in Iraq: Operation Iraqi Freedom"
11137625236,"War in Iraq: Operation Iraqi Freedom"
11136832253,"War in Iraq: Operation Iraqi Freedom"
11136795358,"War in Iraq: Operation Iraqi Freedom"
11135317065,"War in Iraq: Operation Iraqi Freedom"
11135136344,"War in Iraq: Operation Iraqi Freedom"
11134932854,"War in Iraq: Operation Iraqi Freedom"
11134691787,"War in Iraq: Operation Iraqi Freedom"
11134508380,"War in Iraq: Operation Iraqi Freedom"
11134504342,"War in Iraq: Operation Iraqi Freedom"
11134452367,"War in Iraq: Operation Iraqi Freedom"
11132638848,"War in Iraq: Operation Iraqi Freedom"
11111974827,"War in Iraq: Operation Iraqi Freedom"
11105188699,"War in Iraq: Operation Iraqi Freedom"
11102541656,"War in Iraq: Operation Iraqi Freedom"
11064470565,"War in Iraq: Operation Iraqi Freedom"
11062688483,"War in Iraq: Operation Iraqi Freedom"
11054783496,"War in Iraq: Operation Iraqi Freedom"
11045739846,"War in Iraq: Operation Iraqi Freedom"
11044478649,"War in Iraq: Operation Iraqi Freedom"
11036310394,"War in Iraq: Operation Iraqi Freedom"
11034650778,"War in Iraq: Operation Iraqi Freedom"
11033502369,"War in Iraq: Operation Iraqi Freedom"
11023090140,"War in Iraq: Operation Iraqi Freedom"
11014798443,"War in Iraq: Operation Iraqi Freedom"
11003496788,"War in Iraq: Operation Iraqi Freedom"
10994464098,"War in Iraq: Operation Iraqi Freedom"
10978063065,"War in Iraq: Operation Iraqi Freedom"
10975405385,"War in Iraq: Operation Iraqi Freedom"
10952093942,"War in Iraq: Operation Iraqi Freedom"
10923325388,"War in Iraq: Operation Iraqi Freedom"
10893948558,"War in Iraq: Operation Iraqi Freedom"
10887363314,"War in Iraq: Operation Iraqi Freedom"
10885623844,"War in Iraq: Operation Iraqi Freedom"
10880798060,"War in Iraq: Operation Iraqi Freedom"
10878751296,"War in Iraq: Operation Iraqi Freedom"
10878422887,"War in Iraq: Operation Iraqi Freedom"
10876876072,"War in Iraq: Operation Iraqi Freedom"
10875700450,"War in Iraq: Operation Iraqi Freedom"
10875562577,"War in Iraq: Operation Iraqi Freedom"
10875473988,"War in Iraq: Operation Iraqi Freedom"
10875462742,"War in Iraq: Operation Iraqi Freedom"
10875458883,"War in Iraq: Operation Iraqi Freedom"
10874749577,"War in Iraq: Operation Iraqi Freedom"
10872986638,"War in Iraq: Operation Iraqi Freedom"
10872582813,"War in Iraq: Operation Iraqi Freedom"
10872131442,"War in Iraq: Operation Iraqi Freedom"
10870148985,"War in Iraq: Operation Iraqi Freedom"
10868096498,"War in Iraq: Operation Iraqi Freedom"
10864981709,"War in Iraq: Operation Iraqi Freedom"
10864851918,"War in Iraq: Operation Iraqi Freedom"
10860154215,"War in Iraq: Operation Iraqi Freedom"
10859616580,"War in Iraq: Operation Iraqi Freedom"
10856003172,"War in Iraq: Operation Iraqi Freedom"
10851333216,"War in Iraq: Operation Iraqi Freedom"
10849354793,"War in Iraq: Operation Iraqi Freedom"
10848029491,"War in Iraq: Operation Iraqi Freedom"
10847312529,"War in Iraq: Operation Iraqi Freedom"
10847199598,"War in Iraq: Operation Iraqi Freedom"
10847172551,"War in Iraq: Operation Iraqi Freedom"
10847151018,"War in Iraq: Operation Iraqi Freedom"
10847009623,"War in Iraq: Operation Iraqi Freedom"
10847006667,"War in Iraq: Operation Iraqi Freedom"
10846997868,"War in Iraq: Operation Iraqi Freedom"
10844664050,"War in Iraq: Operation Iraqi Freedom"
10844578211,"War in Iraq: Operation Iraqi Freedom"
10844360022,"War in Iraq: Operation Iraqi Freedom"
10844338129,"War in Iraq: Operation Iraqi Freedom"
10844291789,"War in Iraq: Operation Iraqi Freedom"
10844236012,"War in Iraq: Operation Iraqi Freedom"
10844213348,"War in Iraq: Operation Iraqi Freedom"
