"id","Smoke flower","Vape flower","Vape cartridges","Edibles (e.g. gummies, chocolate, lozenges, beverages, cooking oils, etc.)","Concentrates (e.g. rosin, shatter, wax, hash, kief)","Tinctures","Salves/topicals","Transdermal patches","Suppositories","Capsules"
11135916791,"","","","","","","","","",""
11135889511,"","","","51-100 mg","","","","","",""
11135849827,"","","","5 mg","","","","","",""
11135778856,"","","","I don't know how much I use per week","","","","","",""
11135727852,"","","","","","","","","",""
11135570279,"","","","501-1000 mg","","","","26-50 mg","","501-1000 mg"
11135531344,"","","","201- 500 mg","","","","","",""
11135476295,"","","","","","","","","","1000+ mg"
11135466512,"","","","I don't know how much I use per week","","","","","",""
11135317065,"","","","5 mg","","","","","",""
11135238481,"","","","","","","","","",""
11135151906,"","","","I don't know how much I use per week","","","","","",""
11135136344,"","","","","","","","51-100 mg","",""
11135122023,"","","","","","","","","",""
11135087208,"","","","51-100 mg","","","","","",""
11135054998,"","","","I don't know how much I use per week","","","","","",""
11135054557,"","","","I don't know how much I use per week","","","","","",""
11135022253,"","","","","","","","","",""
11135019994,"","","","26-50 mg","","","","","",""
11134932854,"","","","","","","","","",""
11134926998,"","","","","","","","","",""
11134799419,"","","","51-100 mg","","","","","",""
11134769709,"","","","","","","","","",""
11134708109,"","","","I don't know how much I use per week","","","","","",""
11134698105,"","","","501-1000 mg","","","","","",""
11134691787,"","","","51-100 mg","","","","","",""
11134647286,"","","","51-100 mg","","","","","",""
11134572563,"","","","101-200 mg","","","","None","None","None"
11134549629,"","","","6-25 mg","","","","","",""
11134536706,"","","","","","","","","",""
11134526749,"","","","","","","","","","26-50 mg"
11134508380,"","","","51-100 mg","","","","","",""
11134504342,"","","","","","","","","",""
11134452367,"","","","","","","","","","6-25 mg"
11134451924,"","","","","","","","","",""
11132638848,"","","","I don't know how much I use per week","","","","","",""
11129003813,"","","","","","","","","",""
11111974827,"","","","","","","","","",""
11105188699,"","","","1000+ mg","","","","","","51-100 mg"
11102541656,"","","","","","","","","",""
11100035804,"","","","6-25 mg","","","","","","201- 500 mg"
11076823569,"","","","","","","","","",""
11064470565,"","","","","","","","","",""
11064360862,"","","","26-50 mg","","","","","",""
11064342543,"","","","","","","","","",""
11061878386,"","","","","","","","","",""
11061509902,"","","","501-1000 mg","","","","","","101-200 mg"
11057923056,"","","","","","","","","",""
11054783496,"","","","","","","","","",""
11050438627,"","","","","","","","","",""
11045739846,"","","","1000+ mg","","","","","",""
11044478649,"","","","None","","","","","",""
11034650778,"","","","","","","","","",""
11033502369,"","","","I don't know how much I use per week","","","","","",""
11027692007,"","","","26-50 mg","","","","","",""
11014798443,"","","","1000+ mg","","","","","","1000+ mg"
10994464098,"","","","","","","","","",""
10985275093,"","","","I don't know how much I use per week","","","","None","","None"
10978063065,"","","","I don't know how much I use per week","","","","","",""
10975405385,"","","","","","","","","",""
10952093942,"","","","26-50 mg","","","","","",""
10932820377,"","","","","","","","","",""
10923325388,"","","","","","","","","",""
10922773382,"","","","6-25 mg","","","","","",""
10908463163,"","","","","","","","","",""
10900800324,"","","","51-100 mg","","","","","",""
10894995749,"","","","","","","","","",""
10893948558,"","","","26-50 mg","","","","","",""
10893671348,"","","","1000+ mg","","","","51-100 mg","","51-100 mg"
10893268968,"","","","","","","","","","101-200 mg"
10893153651,"","","","51-100 mg","","","","26-50 mg","",""
10892827041,"","","","I don't know how much I use per week","","","","","",""
10890414342,"","","","","","","","","",""
10889700541,"","","","","","","","","",""
10888170961,"","","","","","","","","",""
10887410730,"","","","","","","","","",""
10887363314,"","","","","","","","","",""
10886185272,"","","","1000+ mg","","","","1000+ mg","1000+ mg","1000+ mg"
10885623844,"","","","I don't know how much I use per week","","","","","",""
10884768912,"","","","26-50 mg","","","","","",""
10883497633,"","","","I don't know how much I use per week","","","","","","None"
10882385979,"","","","501-1000 mg","","","","","",""
10880715177,"","","","26-50 mg","","","","","",""
10879268147,"","","","","","","","","",""
10879062209,"","","","","","","","","",""
10878751296,"","","","51-100 mg","","","","","",""
10878422887,"","","","6-25 mg","","","","","",""
10878214093,"","","","","","","","","",""
10877788133,"","","","26-50 mg","","","","","",""
10877606410,"","","","","","","","","",""
10877565497,"","","","51-100 mg","","","","","",""
10877478788,"","","","","","","","","",""
10877416704,"","","","","","","","","",""
10877375002,"","","","","","","","","",""
10876876072,"","","","","","","","","",""
10876604101,"","","","1000+ mg","","","","None","None",""
10876392009,"","","","","","","","","",""
10876336346,"","","","","","","","","","I don't know how much I use per week"
10876001530,"","","","51-100 mg","","","","","",""
10875944995,"","","","26-50 mg","","","","","",""
10875696093,"","","","","","","","","",""
10875617011,"","","","I don't know how much I use per week","","","","","",""
10875530570,"","","","I don't know how much I use per week","","","","","","I don't know how much I use per week"
10875529110,"","","","I don't know how much I use per week","","","","","",""
10875526461,"","","","","","","","","",""
10875511603,"","","","","","","","","",""
10875507777,"","","","26-50 mg","","","","","",""
10875479466,"","","","","","","","","",""
10875473988,"","","","","","","","","",""
10875462742,"","","","501-1000 mg","","","","","",""
10875460020,"","","","","","","","","",""
10875458883,"","","","51-100 mg","","","","","",""
10874749577,"","","","","","","","","",""
10872986638,"","","","I don't know how much I use per week","","","","I don't know how much I use per week","",""
10872649413,"","","","","","","","","",""
10872582813,"","","","I don't know how much I use per week","","","","","",""
10870148985,"","","","201- 500 mg","","","","","",""
10867810520,"","","","","","","","","",""
10867615622,"","","","","","","","","",""
10867323115,"","","","","","","","","",""
10865633390,"","","","1000+ mg","","","","","",""
10865132242,"","","","6-25 mg","","","","","",""
10864981709,"","","","501-1000 mg","","","","","","101-200 mg"
10864944007,"","","","101-200 mg","","","","","",""
10864900624,"","","","None","","","","","",""
10864052390,"","","","","","","","","",""
10861388917,"","","","","","","","","",""
10860704252,"","","","6-25 mg","","","","","",""
10860535252,"","","","6-25 mg","","","","","",""
10860154215,"","","","I don't know how much I use per week","","","","","",""
10859616580,"","","","","","","","","",""
10859079118,"","","","","","","","","",""
10858082192,"","","","","","","","","",""
10857725293,"","","","6-25 mg","","","","","",""
10857243738,"","","","None","","","","","",""
10856437127,"","","","I don't know how much I use per week","","","","","",""
10856003172,"","","","6-25 mg","","","","","",""
10855896441,"","","","","","","","","",""
10851677235,"","","","","","","","","",""
10851333216,"","","","","","","","","",""
10851063447,"","","","51-100 mg","","","","","",""
10850929741,"","","","","","","","","",""
10849691686,"","","","I don't know how much I use per week","","","","","",""
10848742483,"","","","101-200 mg","","","","","",""
10848597634,"","","","None","","","","","","None"
10848029491,"","","","501-1000 mg","","","","","",""
10847964940,"","","","","","","","","",""
10847826329,"","","","201- 500 mg","","","","","",""
10847317503,"","","","","","","","","",""
10847312529,"","","","I don't know how much I use per week","","","","","",""
10847253946,"","","","None","","","","","",""
10847177434,"","","","","","","","","",""
10847172551,"","","","6-25 mg","","","","51-100 mg","","6-25 mg"
10847151018,"","","","51-100 mg","","","","6-25 mg","",""
10847076490,"","","","5 mg","","","","","",""
10847049077,"","","","I don't know how much I use per week","","","","","",""
10847042681,"","","","51-100 mg","","","","","",""
10847042555,"","","","1000+ mg","","","","","",""
10847010995,"","","","","","","","","",""
10847009623,"","","","","","","","","",""
10847006667,"","","","5 mg","","","","","",""
10846990356,"","","","None","","","","","",""
10845744369,"","","","I don't know how much I use per week","","","","","",""
10844664050,"","","","I don't know how much I use per week","","","","","",""
10844360022,"","","","None","","","","","",""
10844298162,"","","","I don't know how much I use per week","","","","","","I don't know how much I use per week"
10844291789,"","","","51-100 mg","","","","","",""
10844260968,"","","","26-50 mg","","","","","",""
10844236012,"","","","None","","","","","","None"
10844223289,"","","","201- 500 mg","","","","","",""
10844213348,"","","","201- 500 mg","","","","","",""
10843917537,"","","","","","","","","","501-1000 mg"
10843875549,"","","","","","","","","",""
10843856498,"","","","None","","","","","",""
10843842634,"","","","201- 500 mg","","","","","","I don't know how much I use per week"
10843819934,"","","","","","","","","",""
10843816117,"","","","5 mg","","","","","",""
10843815732,"","","","","","","","","",""
10843808762,"","","","I don't know how much I use per week","","","","","",""
10843799997,"","","","6-25 mg","","","","","",""
10843795703,"","","","","","","","","",""
10843259075,"","","","I don't know how much I use per week","","","","","",""
10843006971,"","","","I don't know how much I use per week","","","","","",""
10842274754,"","","","I don't know how much I use per week","","","","","",""
10841078256,"","","","I don't know how much I use per week","","","","","",""
10841050682,"","","","","","","","","",""
10840899449,"","","","101-200 mg","","","","","",""
10840178037,"","","","1000+ mg","","","","None","201- 500 mg","1000+ mg"
10837706698,"","","","","","","","","","101-200 mg"
10837056649,"","","","","","","","","",""
10836382971,"","","","I don't know how much I use per week","","","","","",""
10836330737,"","","","I don't know how much I use per week","","","","","",""
10836154511,"","","","6-25 mg","","","","","",""
10835578531,"","","","5 mg","","","","","","None"
10835384840,"","","","","","","","","","I don't know how much I use per week"
10834663571,"","","","I don't know how much I use per week","","","","","I don't know how much I use per week","I don't know how much I use per week"
10834379529,"","","","","","","","","",""
10834332090,"","","","","","","","","",""
10834249218,"","","","","","","","","",""
10834149798,"","","","","","","","","",""
10834053271,"","","","","","","","","",""
10833790283,"","","","I don't know how much I use per week","","","","","",""
10833722328,"","","","I don't know how much I use per week","","","","","",""
10833532176,"","","","","","","","","","I don't know how much I use per week"
10832963325,"","","","201- 500 mg","","","","","",""
10832733276,"","","","","","","","","",""
10832732691,"","","","","","","","","",""
10832483530,"","","","201- 500 mg","","","","None","","201- 500 mg"
10832451640,"","","","","","","","","",""
10832404058,"","","","","","","","","",""
10832343863,"","","","","","","","","",""
10832270581,"","","","101-200 mg","","","","","",""
10832233395,"","","","I don't know how much I use per week","","","","","",""
10832233224,"","","","26-50 mg","","","","","","6-25 mg"
10832224616,"","","","","","","","I don't know how much I use per week","",""
10832206360,"","","","","","","","","",""
10832200410,"","","","51-100 mg","","","","","",""
10832173617,"","","","I don't know how much I use per week","","","","","",""
10832167633,"","","","","","","","","",""
10832133946,"","","","I don't know how much I use per week","","","","","",""
10832128566,"","","","","","","","","",""
10832123166,"","","","None","","","","None","None","None"
10832012122,"","","","","","","","","",""
10831948698,"","","","6-25 mg","","","","","",""
10831931418,"","","","I don't know how much I use per week","","","","","",""
10831898832,"","","","","","","","","",""
10831893906,"","","","6-25 mg","","","","","",""
10831865696,"","","","","","","","","",""
10831686982,"","","","","","","","","",""
10831669468,"","","","501-1000 mg","","","","","","51-100 mg"
10831609109,"","","","","","","","","",""
10831397885,"","","","","","","","","",""
10830896942,"","","","","","","","","",""
10830882008,"","","","","","","","","",""
10830786742,"","","","101-200 mg","","","","","","51-100 mg"
10830145897,"","","","","","","","","",""
10823088016,"","","","6-25 mg","","","","","","5 mg"
10822621750,"","","","","","","","","",""
10822544735,"","","","","","","","","",""
10813811475,"","","","I don't know how much I use per week","","","","","",""
10808168894,"","","","","","","","","",""
10802360410,"","","","","","","","","",""
10800317244,"","","","51-100 mg","","","","","",""
10764443236,"","","","","","","","","",""
10763284450,"","","","26-50 mg","","","","","",""
10762649964,"","","","","","","","","",""
10756966241,"","","","","","","","","",""
10749570344,"","","","51-100 mg","","","","","",""
10749222846,"","","","I don't know how much I use per week","","","","","","I don't know how much I use per week"
10726117373,"","","","","","","","","",""
10716518478,"","","","","","","","","",""
10691181667,"","","","5 mg","","","","","",""
10686863888,"","","","","","","","","",""
10685524216,"","","","","","","","","",""
10685325930,"","","","I don't know how much I use per week","","","","","",""
10681003613,"","","","5 mg","","","","","",""
10677560387,"","","","","","","","","",""
10676786628,"","","","26-50 mg","","","","","",""
10675303210,"","","","501-1000 mg","","","","","",""
10675097210,"","","","26-50 mg","","","","","",""
10671862630,"","","","51-100 mg","","","","","",""
10670361680,"","","","","","","","","",""
10668597062,"","","","I don't know how much I use per week","","","","","",""
10668361624,"","","","","","","","","",""
10668312322,"","","","","","","","","",""
10668135000,"","","","","","","","","",""
10668103394,"","","","","","","","","",""
10667907917,"","","","26-50 mg","","","","","",""
10667582585,"","","","","","","","","",""
10667425695,"","","","","","","","","",""
10667398958,"","","","201- 500 mg","","","","","",""
10667384979,"","","","I don't know how much I use per week","","","","","",""
10667384024,"","","","","","","","","",""
10667369837,"","","","","","","","","",""
10665891738,"","","","","","","","","","6-25 mg"
10660833205,"","","","51-100 mg","","","","","",""
10660294275,"","","","6-25 mg","","","","","",""
10659841121,"","","","","","","","","",""
10658774056,"","","","","","","","","","26-50 mg"
10658741910,"","","","","","","","","",""
10658649988,"","","","I don't know how much I use per week","","","","","",""
10658580372,"","","","101-200 mg","","","","","",""
10658577550,"","","","","","","","","",""
10658550964,"","","","1000+ mg","","","","","",""
10648772348,"","","","1000+ mg","","","","","","501-1000 mg"
10626251939,"","","","","","","","","",""
10624147163,"","","","51-100 mg","","","","","","51-100 mg"
10622925288,"","","","","","","","","",""
10622502829,"","","","26-50 mg","","","","","",""
10605637047,"","","","I don't know how much I use per week","","","","","",""
10602936383,"","","","201- 500 mg","","","","","",""
10600857474,"","","","","","","","","",""
10598715725,"","","","None","","","","","",""
10598255910,"","","","26-50 mg","","","","","",""
10598122285,"","","","","","","","","",""
10597419828,"","","","I don't know how much I use per week","","","","","",""
10596255014,"","","","","","","","","",""
10596131278,"","","","","","","","","",""
10595615049,"","","","101-200 mg","","","","I don't know how much I use per week","","I don't know how much I use per week"
10591451425,"","","","","","","","","",""
10589179962,"","","","I don't know how much I use per week","","","","","",""
10585520406,"","","","501-1000 mg","","","","","",""
10584760225,"","","","","","","","","",""
10583893598,"","","","","","","","","",""
10583372838,"","","","101-200 mg","","","","None","None","51-100 mg"
10582003543,"","","","26-50 mg","","","","","",""
10581940017,"","","","","","","","","I don't know how much I use per week",""
10581933788,"","","","201- 500 mg","","","","","","26-50 mg"
10580913646,"","","","101-200 mg","","","","","",""
10580341387,"","","","","","","","","",""
10579927077,"","","","","","","","","",""
10579646891,"","","","1000+ mg","","","","","",""
10578271769,"","","","501-1000 mg","","","","","",""
10577642085,"","","","","","","","","",""
10577209087,"","","","","","","","","",""
10577144137,"","","","1000+ mg","","","","","","None"
10575878347,"","","","6-25 mg","","","","","",""
10575849400,"","","","201- 500 mg","","","","","",""
10575471607,"","","","","","","","","",""
10575274340,"","","","201- 500 mg","","","","51-100 mg","",""
10575226552,"","","","501-1000 mg","","","","","",""
10574898510,"","","","","","","","","",""
10572546454,"","","","","","","","","",""
10572540138,"","","","","","","","","","51-100 mg"
10569280747,"","","","6-25 mg","","","","","",""
10567016644,"","","","","","","","","",""
11213907729,"","","","None","","","","","",""
11212805644,"","","","","","","","","",""
11186271761,"","","","None","","","","","","None"
11170278059,"","","","","","","","","",""
11151215837,"","","","51-100 mg","","","","","",""
11072705197,"","","","","","","","","",""
11042816472,"","","","","","","","","",""
11037955315,"","","","6-25 mg","","","","","I don't know how much I use per week",""
11009295893,"","","","","","","","","",""
10974437681,"","","","101-200 mg","","","","","",""
10965547652,"","","","","","","","","",""
10628926943,"","","","","","","","","",""
10625261595,"","","","","","","","","",""
10598727391,"","","","","","","","","",""
10593696728,"","","","","","","","","",""
10593527279,"","","","","","","","","",""
10583058257,"","","","I don't know how much I use per week","","","","","",""
10583000127,"","","","6-25 mg","","","","","",""
10581571841,"","","","None","","","","","",""
10580166038,"","","","101-200 mg","","","","","",""
10580153046,"","","","","","","","","",""
10579551441,"","","","","","","","","",""
10579439505,"","","","","","","","","",""
10767176517,"","","","","","","","","",""
10760373939,"","","","","","","","","",""
10758288741,"","","","","","","","","",""
10719755952,"","","","","","","","","",""
10716623034,"","","","","","","","","",""
10699810522,"","","","","","","","","",""
10659241585,"","","","6-25 mg","","","","","","6-25 mg"
10647255505,"","","","I don't know how much I use per week","","","","","",""
10607782752,"","","","","","","","","",""
10598306507,"","","","6-25 mg","","","","","",""
10574111964,"","","","","","","","","",""
10686658652,"","","","I don't know how much I use per week","","","","","",""
10684698263,"","","","","","","","","",""
10667647030,"","","","26-50 mg","","","","","",""
