"id","Smoke flower","Vape flower","Vape cartridges","Edibles (e.g. gummies, chocolate, lozenges, beverages, cooking oils, etc.)","Concentrates (e.g. rosin, shatter, wax, hash, kief)","Tinctures","Salves/topicals","Transdermal patches","Suppositories","Capsules"
11250357688,"","","","","","","","","",""
11249832802,"","","","","","","","","",""
11248164514,"","","","51-100 mg","","","","","","51-100 mg"
11241395977,"","","","","","","","","",""
11238671751,"","","","","","","","","","201- 500 mg"
11166997346,"","","","","","","","","",""
11148900374,"","","","","","","","","",""
11142252658,"","","","","","","","","",""
11140621270,"","","","51-100 mg","","","","","",""
11137664485,"","","","","","","","","",""
11137625236,"","","","26-50 mg","","","","","",""
11137570486,"","","","","","","","","",""
11136861481,"","","","","","","","","",""
11136795358,"","","","","","","","","",""
11135727852,"","","","","","","","","",""
11135476295,"","","","","","","","","","1000+ mg"
11135380294,"","","","I don't know how much I use per week","","","","I don't know how much I use per week","","I don't know how much I use per week"
11135212674,"","","","","","","","","",""
11135087208,"","","","51-100 mg","","","","","",""
11135054557,"","","","I don't know how much I use per week","","","","","",""
11135019994,"","","","26-50 mg","","","","","",""
11134647286,"","","","51-100 mg","","","","","",""
11134572563,"","","","101-200 mg","","","","None","None","None"
11134536706,"","","","","","","","","",""
11134531419,"","","","I don't know how much I use per week","","","","","",""
11134504342,"","","","","","","","","",""
11134478610,"","","","I don't know how much I use per week","","","","I don't know how much I use per week","",""
11134451924,"","","","","","","","","",""
11105188699,"","","","1000+ mg","","","","","","51-100 mg"
11100035804,"","","","6-25 mg","","","","","","201- 500 mg"
11065588769,"","","","6-25 mg","","","","","",""
11061878386,"","","","","","","","","",""
11023090140,"","","","201- 500 mg","","","","","",""
10994464098,"","","","","","","","","",""
10908463163,"","","","","","","","","",""
10902224469,"","","","None","","","","","","201- 500 mg"
10893828061,"","","","","","","","","",""
10893671348,"","","","1000+ mg","","","","51-100 mg","","51-100 mg"
10893153651,"","","","51-100 mg","","","","26-50 mg","",""
10892190679,"","","","","","","","","",""
10888170961,"","","","","","","","","",""
10886020524,"","","","","","","","","",""
10885759801,"","","","201- 500 mg","","","","","",""
10885623844,"","","","I don't know how much I use per week","","","","","",""
10883497633,"","","","I don't know how much I use per week","","","","","","None"
10882385979,"","","","501-1000 mg","","","","","",""
10879268147,"","","","","","","","","",""
10878422887,"","","","6-25 mg","","","","","",""
10877606410,"","","","","","","","","",""
10877565497,"","","","51-100 mg","","","","","",""
10876485783,"","","","","","","","","",""
10876392009,"","","","","","","","","",""
10876336346,"","","","","","","","","","I don't know how much I use per week"
10876100377,"","","","I don't know how much I use per week","","","","","",""
10876001530,"","","","51-100 mg","","","","","",""
10875993925,"","","","","","","","","",""
10875944995,"","","","26-50 mg","","","","","",""
10875700450,"","","","5 mg","","","","","",""
10875696093,"","","","","","","","","",""
10875511603,"","","","","","","","","",""
10875507777,"","","","26-50 mg","","","","","",""
10875503972,"","","","51-100 mg","","","","","","6-25 mg"
10875479466,"","","","","","","","","",""
10870148985,"","","","201- 500 mg","","","","","",""
10867812743,"","","","I don't know how much I use per week","","","","","",""
10867810520,"","","","","","","","","",""
10864981709,"","","","501-1000 mg","","","","","","101-200 mg"
10864900624,"","","","None","","","","","",""
10860704252,"","","","6-25 mg","","","","","",""
10859949104,"","","","","","","","","",""
10859616580,"","","","","","","","","",""
10859079118,"","","","","","","","","",""
