"id","Strain 1","Strain 2","Strain 3"
11121905332,"Blue Dream","Mob Boss","Wedding Crasher"
11111801761,"Brownie Scout ","Walker Kush","French Toast "
10937584160,"Cw cbd hemp oil ","Smoking flower Indica","Thc shatter"
10633844023,"Gorilla glue","Bio diesel ","Sour diesel"
10630387074,"Banana Split","Inzane in the membrane","Bio Diesel"
10626429877,"Indica ","",""
10623964351,"Purple haze","Lemon ice","Weed whacked"
10621098231,"Pineapple Express ","Guava D","Bruce banner "
10617352263,"Tangie","Banana split ","Bruce banner #3"
10615607693,"Wedding cake ","Jilly bean ","Scott’s og"
10614765881,"Meltdown","Blue Cheese","'88 G-13 Hashplant"
10607912288,"Meltdown","VYB Float","Jack Herer"
10572726875,"Haze","Kush","Blueberry Cheese"
10550852127,"Night nurse","Doc holliday","Guava d"
10498671034,"Blue Dream","White Widow","Forbidden Fruit"
10464834197,"Blueberry","Hashplant","GSC"
10463520639,"Black Triangle Kush","GG4","Flo"
10444236346,"Bio diesel","Gorilla glue","Grape god"
10427038209,"Lemon Jeffery","Grateful Breath","Orange Krush"
10390735914,"Gorilla glue","Blue dream","Chem dog"
10389539123,"Lemon Jeffrey","Cheesecake ","Sour Diesel"
10361398461,"N/a","",""
10338548186,"Buddhas sister ","Tangi","Gg"
10313041082,"Any indica higher thc %","Sweet tooth","Gg4"
10312356549,"blue dream","",""
10308744405,"2:01","any indica","any hybrid"
10304447243,"GDP","3 Gorillas ","Moonrise "
10288934828,"Indica","Blueberry","anything Purple"
10280513706,"Meltdown ","Blueberry","Diesel Dough "
10263390124,"unknown","unknown","unkown"
10260585584,"Gdp","Meltdown","Black mumba"
10256517627,"Flo OG","",""
10256255317,"GOD FATHER OG","CHEMDAWG","ROYAL-BLUEMATIC"
10253887260,"blue dream","purple kush","kush dawg"
10249664681,"Sour Diesel","Green Crack","GG4"
10248394143,"Don’t know","",""
10247692900,"Glorilla Glue","Lemon Squeeze","Anytime cbd tinture"
10247538120,"Blue dreams","Skunk og kush","Bubba"
10243585697,"Sour disesl","Strawberry fields","Lemon meringue "
10242393876,"Indica","Hybrid ","Sativa "
10239109393,"Kush","Haze","20:01"
10236223392,"Strawberry Diesel","Gorilla Glue #4","Harlequin"
10236014104,"Green crack","Strawberry banana","lemonade sour diesel"
10235888421,"green crack","gorilla glue #4","blue dream"
10235746652,"dont know the strains","",""
10234227563,"Wappa","Sage 21","Kush 4"
10233946587,"Tangerine Haze","Master Kush ","Sweet tooth"
10233709696,"Harmony rose","Tsunami trainwreck ",""
10233531303,"N/A","",""
10233496428,"Sin Mint","Cornbread","Sour Diesel"
10233407885,"canntrust cbd oil","hydropothicary thc elixer spray","tweed strangelove "
10233142044,"White Widow","Cannatonic","Super Lemon Haze"
10231913670,"CBD","CBD indica hybrid","Indica"
10231654493,"Star cookie","Star killer","Chocolate oranges"
10231320543,"Blue Dream","XJ 13","Fire OG"
10231068611,"White harmony ","Gelato #33","Mag mile "
10230701658,"OG Kush","N. Lights","Blueberry Haze"
10230334342,"Indica","Hybrid ","Sativa"
10230235893,"Cherry Pie","GDP","Durban Poison "
10230167859,"Sativa","Not sure","Not sure"
10229975238,"Lemon Squeeze","Albert Walker","Gorilla Glue"
10229956995,"Og kush","9lb Hammer ","Dream queen"
10229782200,"Evelyn","Granddaddy Purple","Blueberry "
10229749100,"Pure Sativa","Pure Indica","Most Hybrids"
10229685334,"northern lights","blueberry","white rhino"
10229684451,"Dosidos by Culta","Nom Nom","Flo"
10229649057,"Golden Goat","Blue Dream","Grape Ape"
10229623103,"Gg4","Sweet tooth ","Chem"
10229605942,"Maple Trainwreck","Blue Cookies","Jilly Bean"
10229605070,"The Remedy (CBD)","Querkle (Indica dominant)","Blue Power (indica dominant)"
10229590537,"Pineapple Express","Biscotti Kush","Lemon Haze"
10229507895,"White Widow","Acapulco Gold","Skywalker"
10229494406,"Midnight","Stryker","Grand Daddy Purple"
10229450623,"Blueberry","Pineapple express","G2"
10229432345,"Chocolope","",""
10229397458,"sour diesel","blueberry cookies","blue dream"
10229388787,"Master Kush","GSC","Northern Lights"
10229369078,"?","",""
10229359369,"Medical Mass CBD","Grand daddy Purple","Blue Dream"
10229352625,"Lemon G","Durban Poison","Sherbert"
10229350099,"Any I get my hands on","",""
10229332529,"Stavia","Hybrid","Cbd"
10223907822,"Sunset sherbert","Gods gift","Mother of berries cbd "
10212896873,"Bubba Kush","Sour Diesel","Death Star"
10211611510,"lemon meringue ","CBD and 1-1 ",""
10210916402,"Cannatonic","Critical + 2.0","Jack Herrer"
10205960203,"Sour Diesel","Vyb Boost","Girl Scout Cookies"
10202983474,"Green","",""
10201740973,"Pink Kush","Do-Si-Dos","Wedding Cake"
10199260945,"girl scout cookie","",""
10198548060,"Blue dream","Gelato","Sky walker"
10196435492,"Blue Dream","Sweet Tooth","Girl Scout Cookies"
10192995461,"Durban Poison","Medussa","Blackwater"
10192878974,"lemon skunk (DNA)","geleto","huckleberry kush"
10192810731,"Northern Lights","Girl Scout Cookies","Strawberry Kush"
10192638212,"Dr. White","Dawg Biscuit","OG Kush"
10192586963,"Sour Grape","N/A","N/A"
10192572679,"9 Lb Hammer","Grand daddy purple","Girl Scout Cookies"
10192556821,"Skywalker OG ","Gsc ","Obama kush"
10192552732,"Sativa","Indica","Na"
10192542738,"Sweet Island","Louie","Cotton Candy"
10192485669,"blueberry headband","montenuska thunderfuck","these names are so stupid, please, please, PLEASE change the naming of your strains, cannabis industry"
10191618664,"Blue Dream","Granddaddy purple kush","Sour diesel "
10190392230,"girl scout cookies","headband","purple urkel"
10189186912,"Snoop dog","Dutch dragon","Trainwreck"
10188521969,"Have never purchased by strain","",""
10187293378,"White rhino","Fruity pebble","Strawberry cheesecake"
10186789647,"Tardis #9","Skywalker OG","White Rino"
10186078923,"sour diesel","jack herer","blue cheese"
10185410224,"Trainwreck","OG Kush","Chocolate Oranges"
10180903610,"strawberry","blueberry","lavendar"
10180657381,"blue dream","incense haze","kush"
10180291383,"Northern lights ","GG4","White widow"
10179092808,"Blue Mystiq","Raspberry Cough","Super Silver Haze"
10178952613,"sativa strains","sativa dominant hybrid","sativa/indica 50/50 hybrid"
10176582087,"Las Vegas Bubba Kush","Girl Scout Cookies","Black Dog"
10175389238,"Jack any of them","Clementine ",""
10175028993,"Sweet Tooth","GG #6","Berry Gelato"
10171863955,"GSC","LVBK","Dakini Kush"
10171829091,"Not sure yet","See above","See above "
10170264544,"Sour Diesel","Granddaddy Purple","Sweet Skunk x Jack Heurer"
10168741975,"Og","Sour","Kush"
10168703624,"Lemon ","Me clea n",""
10168633491,"Girl scout cookie","Master lemon kush","Berry white"
10168000728,"Cbd 1:1","Any indica","Moonshine haze"
10166704081,"Gummies ","Smoke","Cream"
10166518301,"Blue Dream","Green Crack","Bordello"
10166135661,"?","?","?"
10164915493,"Blue Dream","Pineapple Chunk","Tangerine Haze"
10164798083,"Sweet tooth","1:01","Blue dream"
10164134618,"Grease monkey","Kilamanjo",""
10163869931,"Northern lights","Pineapple express","Caramelicious"
10163162820,"none","none","none"
10162070194,"Cinderella","Lemon Jeffrey","Bio Diesel"
10160586191,"Madgirl","Citrix","Gummy Bear"
10160094020,"Grease Monkey OG","Lemon Haze",""
10159689338,"Sour diesel","Buddha’s sister","Grape god"
10159485373,"bask blend","bubbak","lemon jeffrey"
10158853744,"Blue berry","Sour purple desle","White widow"
10158359541,"Strawberry Fields","Black D.O.G.","Grand Daddy Purp "
10157400539,"I never pay attention to names only content","",""
10157258093,"indica","",""
10156543135,"Sacari","Buddha's Sister","Melodious Funk x Jack Herer"
10156521325,"Lemon Jeffery","Og kush","Grape god"
10156505734,"Strawberry Pebbles","Killer Queen","Jack Herrer"
10153874491,"1 to 1","Hybrid","Stativa"
10153739906,"White Rhino×Bubba","GG 4","Blue Dream"
10153580627,"Tangle ","Mickey Kush","OG Kush"
10152780535,"Acdc","Sour tsu x cat kush","3d cbd"
10151593500,"Buddha's Sister","White Lotus","Purple Jack"
10151592531,"OG Kush","Gorilla Glue","Lemon Haze"
