"id","Strain 1","Strain 2","Strain 3"
10307731360,"Cookies & cream","GG","TBD"
10304447243,"GDP","3 Gorillas ","Moonrise "
10304363791,"dr. grinspoon","sour diesel","gorilla glue"
10291238913,"Highwayman","Clean man","Stawdowg"
10289128872,"Northern lights","Jack herer","Green crack"
10288934828,"Indica","Blueberry","anything Purple"
10288684650,"Master Kush x Skunk","Banana OG","Deep Chunkolate"
10285851934,"Purple Lamborghini","Gorilla Glue","Chem 4"
10280513706,"Meltdown ","Blueberry","Diesel Dough "
10275638274,"Sour Diesel","Golden Strawberry","ACDC"
10274419066,"Sour deisle","Birthday cake","Blueberry "
10263513014,"Golden Goat","Blue Dream","Gorrilla Glue"
10263250071,"3 chems","Dosido #22","Grand daddy purple"
10260585584,"Gdp","Meltdown","Black mumba"
10260573889,"Blue dream","Gdp","The evelyne"
10260504037,"Girl Scout cookie ","Jack Frost ","Cookie and cream "
10259196295,"High CBD, low THC","High THC, low CBD","Balanced CBD and THC"
10256752506,"Blue dream ","Tri wifi","Mimosa"
10256517627,"Flo OG","",""
10256255317,"GOD FATHER OG","CHEMDAWG","ROYAL-BLUEMATIC"
10255028590,"Magic Beans ( beta carophyleene) ?","Magic Beans ;-) ","Platinum OG"
10253887260,"blue dream","purple kush","kush dawg"
10253635749,"n/a","n/a","n/a"
10250278548,"Sour diesel","Star killer","Chocolate oranges"
10248892019,"Maui Wowie","Blue Dream","Chronic"
10248394143,"Don’t know","",""
10247895568,"I have not been provided an option to even choose","I have not been provided an option to even choose","I have not been provided an option to even choose"
10247692900,"Glorilla Glue","Lemon Squeeze","Anytime cbd tinture"
10246614299,"Melodious funk&jack","Mt.tom",""
10246287865,"Lemon ","queen","strawberry pebbles "
10246062891,"Sour D","Pineapple Trainwreck","Green Crack"
10244871164,"Indica","Sativa",""
10243813684,"I don't know","just learning about cbd",""
10242393876,"Indica","Hybrid ","Sativa "
10241027129,"Any Indica","",""
10239109393,"Kush","Haze","20:01"
10237618095,"Sour Diesel","Train Wreck","Chocoloupe"
10236223392,"Strawberry Diesel","Gorilla Glue #4","Harlequin"
10235888421,"green crack","gorilla glue #4","blue dream"
10235873040,"Blueberry og","",""
10235861140,"Because I buy non-regulated, I'm not always sure what my strain is.","Northern Lights","Cherry Pie"
10235626582,"None In Particular, Prefer Hybirds or Indica's","",""
10234243108,"White Widow","Maui Wowie","Purple Trainwreck"
10234227563,"Wappa","Sage 21","Kush 4"
10234107777,"Thunderstruck","Gorilla Glue #4","Bubba Fett"
10233901115,"Boaty McBoatface(CBD Medihaze)","Bakerstreet(Hindu Kush)","Lemonskunk(DNA Genetics)"
10233709696,"Harmony rose","Tsunami trainwreck ",""
10233407885,"canntrust cbd oil","hydropothicary thc elixer spray","tweed strangelove "
10233370591,"Lemon og","Cosmic glue","Jack herer"
10233153110,"Skywalker Kush","MOB","Blueberry"
10233142044,"White Widow","Cannatonic","Super Lemon Haze"
10232898612,"Jellybean","White widow","Huckleberry"
10232619769,"Sour d ","Chem dawg ","Your mama"
10232561621,"Blue Dream","CBD Punch","Lucky Charm"
10232503546,"Obama Kush (high pain)","Sweet Island Skunk (low pain/mood lifter)","AcDc (Fibro maintenance)"
10232360437,"Indica/Indus (Ganja)","Indicus hybrid","""Triple G"" (Nevada dispensary)"
10232232344,"Indica","",""
10232035837,"Crew Shark with CBD (Indica with high CBD)","Mother Theresa (Indica with high CBD)","CannaTSRO1 (Indica with high CBD)"
10232009660,"Blue dream","Phantom cookies","Jack Harare "
10231913670,"CBD","CBD indica hybrid","Indica"
10231842260,"Hindu Kush","MK Ultra","Death Star"
10231654493,"Star cookie","Star killer","Chocolate oranges"
10231640334,"Pineapple Dew High CBD","Blue CBD",""
10231320543,"Blue Dream","XJ 13","Fire OG"
10231071470,"deisel","king kong","die hard"
10231068611,"White harmony ","Gelato #33","Mag mile "
10231064575,"Kush ","Glue","Death"
10230933279,"CBD Hemp Oil","",""
10230804869,"Kosher kush","Skywalker","Gorilla glue"
10230598781,"sour diesel","blue dream ","cannatonic"
10230596390,"Blue dream ","Jack herer",""
10230474596,"Train Wreck","Headband","Jack Herer"
10230431590,"indigo","sativa","mixed"
10230407442,"Indica","Sativa ","Nl1"
10230376575,"Still experimenting ","",""
10230346299,"Durban poison","Blue dream","Headband"
10230334342,"Indica","Hybrid ","Sativa"
10230315461,"lemon walker","MOB","blue dream "
10230249825,"Star Kush","OG Kush","Northern Lights"
10230198078,"Blue Dream","Gorilla Glue ","Jack Herrer"
10230171943,"Indica","Indica","Indica"
10230167859,"Sativa","Not sure","Not sure"
10230141012,"MOB","Critical Kush","Chem Dawg"
10230022114,"White widow","Super Lemon Haze","OG Kush"
10229975238,"Lemon Squeeze","Albert Walker","Gorilla Glue"
10229949182,"Sour diesel","Purple eater","Corn mash"
10229924394,"?","?","?"
10229883527,"Girl Scout cookies ","Jack Herer","Royal Gorilla "
10229855762,"Cinex","Jillybean","Honey banana "
10229765765,"Diesel","White Widow","Skunk"
10229749100,"Pure Sativa","Pure Indica","Most Hybrids"
10229707932,"Granddaddy Purple Gdp Indica. ","Bubba Kush Bk Indica","Northern Lights Nl Indica"
10229702272,"Super silver haze","GSC","Honey Bananas "
10229687684,"Cannatonic","Jack Herer","Lemon cello "
10229684451,"Dosidos by Culta","Nom Nom","Flo"
10229680195,"L'Orange","Sour Diesel","Super Lemon Haze"
10229676773,"Girl Scout cookie","Bubble gum",""
10229670320,"Chocolope","Grape God","CBD"
10229649057,"Golden Goat","Blue Dream","Grape Ape"
10229633882,"Harlequin","Royal Kush","ACDC"
10229628331,"Diesel ","OG Kush","Buddah "
10229623103,"Gg4","Sweet tooth ","Chem"
10229610141,"unknown","unknown","unknown"
10229608780,"Purple urkle","Zkittlez ","Jack Herer "
10229605942,"Maple Trainwreck","Blue Cookies","Jilly Bean"
10229601010,"Jack harer ","Sour cookies ","Animal cookies "
10229590537,"Pineapple Express","Biscotti Kush","Lemon Haze"
10229566006,"n/a","",""
10229554391,"INDICA SATIVA HYBRIDS","INDICA","SATIVA "
10229534721,"Jack herer","blue dream","durban poison"
10229507895,"White Widow","Acapulco Gold","Skywalker"
10229502087,"Chem Dawg #4","Girl Scout Cookies","Afghani"
10229494604,"Bianca","Mangolicious","Jack Herer"
10229490194,"Bhudda","Mountain Berry ","Gorilla Glue "
10229482517,"ac/dc","pennywise","unknown high cbd/thcv strain I grew"
10229472013,"OG Kush","High CBD OG Kush","Sour Diesel"
10229467510,"Blue Cheese","Blue Dream","Gorilla Glue #4"
10229453603,"Purple urple","Golden pineapple","Dutchberry"
10229451186,"Girl Scout cookies","Gorilla glue ",""
10229450623,"Blueberry","Pineapple express","G2"
10229449766,"Indica","",""
10229432345,"Chocolope","",""
10229426798,"Katsu Bubba Kush","Gorilla Glue","Cookie Pebbles"
10229408873,"Durban Poison","Cannatonic","Tahoe OG Kush"
10229404289,"Lemon skunk ","Lavender","GG"
10229397458,"sour diesel","blueberry cookies","blue dream"
10229388787,"Master Kush","GSC","Northern Lights"
10229370437,"Kush","",""
10229369078,"?","",""
10229352625,"Lemon G","Durban Poison","Sherbert"
10229350099,"Any I get my hands on","",""
10229347523,"All","Of","Them"
10229332529,"Stavia","Hybrid","Cbd"
10229331171,"Platinum","AC/DC ","?"
10229328989,"Harliquien","Blue Dream","Durban Poison"
10229325434,"Not sure","",""
10229317169,"24K","golden Banana","tangie"
10229310948,"LA Confidential","Durban poison","Chocolope"
10229308968,"Banana Kush","Durban Poison","Girl Scout Cookie"
10229305110,"ACDC","Doctor CBD","Hash Plant"
10229301563,"I don't have a preference","I don't have a preference","I don't have a preference"
10229301530,"Katsu Bubba Kush","Blueberry Cobbler CBD","Sour Kush"
10229300055,"Girl Scout Cookies","Bruce Danner","Blue Dream"
10229291368,"Blue Dream","",""
10225562804,"Northern Lights","Grand Daddy Purp","Chocolate Oranges"
10223907822,"Sunset sherbert","Gods gift","Mother of berries cbd "
10223801994,"hybrid","hybrid","hybrid"
10220475020,"GG#4","Jack Frost","Facewreck"
10219185284,"Sour diesel","Moonrise","GSC"
10218514481,"Sundae Driver","Blueberry ","GG"
10218173945,"Golden triangle ","Mimosa","Wedding cake"
10217376832,"Lemon meringue ","Star dawg","Sundae driver"
10214140927,"Blue Dream","Green Crack","Sour Diesel"
10213810911,"Sweat tooth","Purple haze ","Anything good"
10213685358,"California Orange ","Gorilla Glue #4","Pink Panther "
10212896873,"Bubba Kush","Sour Diesel","Death Star"
10211611510,"lemon meringue ","CBD and 1-1 ",""
10211434776,"chem dawg","chem dawg/cheese","sweet tooth"
10211143094,"Sour Diesel","God's Gift","Girl Scout Cookies"
10210882547,"Black Raspberry","Gorilla Glue","Mimosa"
10207891021,"Sour Diesel","Chem Dawg","Hindu Kush"
10207729722,"GC #4","Lemon Meringue ","Mr. Clean"
10206473134,"na","na","na"
10205960203,"Sour Diesel","Vyb Boost","Girl Scout Cookies"
10203196565,"Amnesia haze","Lemon haze",""
10202983474,"Green","",""
10201808150,"Chem dawg","Gorilla glue #4","Og kush"
10201740973,"Pink Kush","Do-Si-Dos","Wedding Cake"
10201076986,"green crack","grandadddy purp","headband"
10199505748,"Bangin' Ticket","Sweet Tooth","3D #4"
10198548060,"Blue dream","Gelato","Sky walker"
10197036879,"Chocalope","White Cindy","Lemon Haze"
10196553108,"Girl scout cookies","Sour diesel","jet fuel"
10196435492,"Blue Dream","Sweet Tooth","Girl Scout Cookies"
10195755785,"white widow","rasberry kush","sensi star"
10194507000,"Northern lights","Cheese","Grand Daddy Purp"
10194492829,"MK Ultra","Laura Winslow ","Bubba Kush"
10194157007,"Golden Goat","Herijuana","Blueberry"
10193457250,"LSD","Tangerine Kush","Critical Kush"
10192995461,"Durban Poison","Medussa","Blackwater"
10192853887,"Jack hearer","Black mambo ","Any haze"
10192727692,"BlackBerry White widow","Querkle","Gods Gift"
10192677147,"sour diesel","cush","indica"
10192638212,"Dr. White","Dawg Biscuit","OG Kush"
10192602117,"I","Dont","Know"
10192586963,"Sour Grape","N/A","N/A"
10192575549,"Sour Jack","Diesel",""
10192556821,"Skywalker OG ","Gsc ","Obama kush"
10192552732,"Sativa","Indica","Na"
10192542738,"Sweet Island","Louie","Cotton Candy"
10192541090,"sativa","hybrid","indica"
10192533361,"Green Crack","Jack Herrera ","Black Diesel"
10192518925,"Lemon Haze ","Candy Jack","Amnesia Haze"
10192490652,"Citrix","Bruce Banner","Amnesia Haze"
10192489339,"Tahoe kush","Ting","Outerspace"
10192485669,"blueberry headband","montenuska thunderfuck","these names are so stupid, please, please, PLEASE change the naming of your strains, cannabis industry"
10192058859,"n/a","n/a","n/a"
10192041422,"Mandarin Jack","GG4","My Own"
10191743884,"Blue dragon","Northern lights","Something with a strong body high"
10191634878,"Blue Dream","Girl Scout Cookie ","Gorilla Glue #4"
10191618664,"Blue Dream","Granddaddy purple kush","Sour diesel "
10191499790,"no idea - I don't have enough knowledge to choose","",""
10191486164,"Cookies and cream ","Buddas sister ","Kush"
10191237902,"sour tangie","sapphire","mandarin cookies"
10190711176,"dont know","",""
10190392230,"girl scout cookies","headband","purple urkel"
10189186912,"Snoop dog","Dutch dragon","Trainwreck"
10188835145,"Skunk ","White widow ","Durban poison"
10188821355,"Diesel","Hazel","Purple"
10188601839,"Girl Scout Cookie","Gorilla Glue","Lemon Meringue"
10188521969,"Have never purchased by strain","",""
10187571266,"Chem","Blue Dream","Jack"
10187563095,"Green crack","Gorilla glue","OG kush"
10187293378,"White rhino","Fruity pebble","Strawberry cheesecake"
10186281148,"Jack Herer","GSC","Mobsta (a local GSC x Dream Cookie Cake hybrid)"
10186078923,"sour diesel","jack herer","blue cheese"
10185410224,"Trainwreck","OG Kush","Chocolate Oranges"
10183761350,"Roadkill skunk","Lemon jeffrey","Bio diesel"
10182871285,"girl scout cookie","gorilla goo","flo og"
10182158425,"Blue dream ","Kush ",""
10180903610,"strawberry","blueberry","lavendar"
10180792818,"idk","idk","idk"
10180657381,"blue dream","incense haze","kush"
10180645404,"ACDC","Trainwreck","Hindu Kush"
10180291383,"Northern lights ","GG4","White widow"
10179920502,"Jack Herer","O R Kush","Black Mamba"
10179669534,"Gorilla Glue #4","Afgan Kush","OG Kush"
10179657355,"Tangerine","Pot of Gold","Jack Frost"
10179330306,"sativa","hybrid - sativa dominant","gorilla glue"
10179092808,"Blue Mystiq","Raspberry Cough","Super Silver Haze"
10178952613,"sativa strains","sativa dominant hybrid","sativa/indica 50/50 hybrid"
10178504083,"Star pupil","Bruce banner","Grape ape"
10178427378,"Silver Haze","Blue Dream","Bubblegum"
10177087872,"grease monkey #9","chem dog","Star Cookies"
10176933598,"Black Triangle Kush","Buddah's Sister","Cookies and Cream"
10176582087,"Las Vegas Bubba Kush","Girl Scout Cookies","Black Dog"
10176321017,"blue dream","train wreck","Black dog"
10176318815,"soulmate","buddha's sister","headband"
10175028993,"Sweet Tooth","GG #6","Berry Gelato"
10174392415,"Night Nurse","French Toast","Bruce Banner"
10174294235,"girl scout cookies","Swamp thing","Flo og"
10174274823,"Mimosa"," Grandaddy Purple ","OG Kush"
10174148051,"Sour Diesel","flo","master kush"
10171863955,"GSC","LVBK","Dakini Kush"
10171829091,"Not sure yet","See above","See above "
10171770881,"Green Crack","Cookie Pebbles ","Ectocooler "
10168795326,"Trainwreck","Sweet Skunk Jack","Killer Queen"
10168777404,"Girl Scout ","AK-48","Any"
10168553663,"GG4","GSC","Alien Kush"
10168169939,"Sativa","Indica","Auto Flower "
10168000728,"Cbd 1:1","Any indica","Moonshine haze"
10167813084,"Sweettooth","Facewreck","Fruity pebbles kush"
10167716036,"Sour Diesel","Haze","Blue Dream"
10167461882,"Purple Gorilla","Green Crack","Purple Urkle "
10167417222,"Linguist","Clementine","Buddha's Sister"
10167130854,"Silver haze","Blue dreams","Other Sativa heavy hybrids"
10166941347,"Strawberry Cough","Mimosa","Sour D"
10166738513,"Bruce Banner","Holy Grail 69","Blue Dream"
10166676707,"Amnesia Haze","Facewreck",""
10166521631,"grapefruit","lemon diesel","Durban Poison"
10166518301,"Blue Dream","Green Crack","Bordello"
10166513618,"pineapple express ","white widow","sativa"
10166425536,"don't know","don't know ","don't know "
10165633718,"Gg4","Diesel","Pbk"
10164959655,"Flo","Sour Diesel","Lemon Skunk "
10164915493,"Blue Dream","Pineapple Chunk","Tangerine Haze"
10164798083,"Sweet tooth","1:01","Blue dream"
10164556386,"Blue OG","Purple Kush","Gorilla Glue #4"
10163869931,"Northern lights","Pineapple express","Caramelicious"
10163300389,"3D-3","3D-6","OG Kush"
10163295631,"?","?","?"
10163112692,"Sour diesel","Gg #4",""
10161752939,"Sweet Tooth","Facewreck","White Rhino x Bubba"
10160586191,"Madgirl","Citrix","Gummy Bear"
10160136536,"Gorilla glue","las vegas buba kush","girl scout cookies"
10160094020,"Grease Monkey OG","Lemon Haze",""
10159689338,"Sour diesel","Buddha’s sister","Grape god"
10159485373,"bask blend","bubbak","lemon jeffrey"
10158941676,"Mother of Berries","GG4","Grape God"
10158853744,"Blue berry","Sour purple desle","White widow"
10158359541,"Strawberry Fields","Black D.O.G.","Grand Daddy Purp "
10157861557," Gorilla cookies","Girl scout cookies","Sour Diesel"
10157258093,"indica","",""
10157075071,"white fire OG ","golden lemons","northern lights"
10156731649,"GG4","SweetTooth","Facewreck"
10156543135,"Sacari","Buddha's Sister","Melodious Funk x Jack Herer"
10156521325,"Lemon Jeffery","Og kush","Grape god"
10156505734,"Strawberry Pebbles","Killer Queen","Jack Herrer"
10156427369,"Cotton Candy","Durban","Jackhare "
10156164985,"GC","Master Kush","ChemDog"
10155895979,"Cherry Pie","XJ13","Blue Dream"
10153928489,"Durban Poison","Girl Scout Cookies","Tangie Kush"
10153874491,"1 to 1","Hybrid","Stativa"
10153797292,"Buddha's sister","Sour diesel","Kush"
10153739906,"White Rhino×Bubba","GG 4","Blue Dream"
10153580627,"Tangle ","Mickey Kush","OG Kush"
10153403072,"Blue Dream","Star Killer","Platinum Cookies"
10152754819,"Clemintine","Killer Queen","Gelato"
10152080971,"high thca hybrids","",""
10151592531,"OG Kush","Gorilla Glue","Lemon Haze"
10151540038,"Flo OG","Jack Frost","Bruce Banner"
10150959951,"OG Cush ","Girl Scout Cookie","Blue OG"
10149690562,"Northern Lights","Sour Diesel","Durban Poison"
10149452852,"Sour Diesel","Citrix","Bubba OG"
10149116440,"Sweet Tooth","White Widow","Girls Scout Cookies"
10147353916,"Ghost Train Haze","GG #4","Buckeye Purple"
10147285271,"Berry Gelato","Trainwreck","Fire"
10147209030,"Manderian Dreams","GG #4","Lemon Jeffery "
10147185169,"Blue dream","ACDC","GSC"
10147173145,"og kush","",""
10147172908,"Hashplant","OG 99","Slk x skunk"
10146324196,"ATF","",""
10146296373,"Blue dream","Kush","Anything indica"
10146235500,"JACK PINE","Bubba x C99","Durban OG"
10146124602,"Flower","",""
10145856040,"GG#4","GSC","chocolate oranges "
10145627229,"Girl Scout ","Berry white ","Shark tooth "
10145589686,"GG","Sweet tooth","Gelato"
10145264898,"White Widow Skunk","Deep Chunkolate","Bruce Banner"
10145264541,"Bruce Banner","CBD","GG4"
10144788354," Northern Lights","Grand Daddy Purple","Pennywise"
10144768270,"GG#4","Snazzleberry #3","SLK/Jack"
10144541871,"Blue Dream","Girl Scout Cookies","Blue Cookies "
10144506582,"pure kush","blue dream",""
10143929046,"Chem Dawg","Bubba Kush","High Times (Tahoe Kush hybrid)"
10143906427,"GG4","Peak","Fade"
10143866911,"Blue Dream","Grape God","Sweet Tooth"
10143785163,"Master Kush","cookie pebbles","Afghani"
10143284849,"Afghan","Skunk","Northern lights"
10143278634,"Wonder woman","Citrus sap","C99"
10143215809,"Pure CBD","Blue dream","Idk"
10143179433,"Star 91 #8","sweet tooth","sour diseil"
10143136866,"Blue Dream","Sour Diesel","Berry Gelato"
10143109892,"Moonshine haze","Lemon ice","Gelato"
10143077190,"Jack Pine","Clementine ","Grapefruit x Chem D"
10143056609,"Serious Happiness","GG #4","Chem Dog"
10142966617,"Northern lights ","Gorilla glue","Killer Queen"
10142950045,"Sweet Tooth ","GG#4","Blue Dream"
10142868860,"Girl scout cookie","xj13","Trainwreck"
10142861804,"Critical OG","Jack Herer","Blue Dream"
10142795363,"Kush","GG 4","Sour Tsunami "
10142730928,"Blue Dream","Humbolt Country","White Widow"
10142729007,"GG#4","Sweat Tooth","Bruce Banner"
10142712564,"Sativa","Hybrid","Indica"
10142697202,"Kush","Haze","CBD-heavy"
10142680604,"N/A","N/A","N/A"
10142645727,"GG#4","Melodious Funk x Jack","Girl Scout Cookies"
10142625629,"Bruce Banner","Sweet tooth","Lee Roy"
10142603260,"GG#4","Sweet tooth ","Anything purple "
10142601611,"Indica ","Sativa ","Hybrid "
10142600591,"Gorilla Glue #4","Moonshine Haze","Girl Scout cookie"
10142598571,"Tangerine Haze","GG#4","Bruce Banner"
10142597211,"Gorilla Glue","Buddha's Sister","Monster Kush"
10142594370,"Sour diesel ","blue dreams","Goji og"
10142594072,"Buddha’s Sister ","GSC","Facewreck"
10142453509,"Black dog","Mandrin dream","Lemon jeffery"
10142214540,"girl scout cookie ","mimosa ","jilly bean "
10140183753,"Strawberry cough/// mood enhancer","Train wreck /// pain relief","Grape ape /// sleep aide"
10139132658,"Og kush","Lavender","Cheese"
10139120406,"Sweet Tooth","GG4","Flo"
10138931674,"Don’t know","",""
10138829296,"Apollo 13 by Brother's Grimm","Franken Berry by Strong Medz","Pakistan Chitral Kush"
10138814442,"Mr. Clean","Black Mamba","Highwayman"
10138761669,"Sour Tangie","Citrique ","Double Black Domina"
10138747058,"Blissful Wizard","Trainwreck","Chocolate OG"
10138701567,NA,NA,NA
10138444251,"Flo","Spur diesel","Gassy ogs"
10138269829,"Blueberry","Cannatonic","Blue Dream"
10138213019,"og kush","chemdog","sour diesel"
10138206762,"Strawberry Lemonade","White Widow",""
10138000107,"Hybrid","Sativa","Indica"
10137991954,"Domnesia","Facewreck","ACDC"
10137952529,"Gorilla Glue","Green Crack","Gellato"
10137880777,"Blue dream","Girl scout cookies","Cush"
10137100957,"Granddaddy purple","Gorilla glue","Walker kush"
10136960446,"Cookie Pebbles","Strawberry Pebbles ","Blueberry Cookies "
10136882264,"Lemon alien","Blue dream","Train wreck"
10136017627,"Corn bread ","Purple Eclipse ","Blue cheese"
10135356461,"Ghostrain haze","Durban","Strawberry pebbles"
10135253638,"Sunset Sherbert","Grandaddy purple","Lucky Charms"
10135185924,"Chocolate Oranges","Maui Wowie","Amnesia Haze"
10134812473,"Jack Frost","GG#4","The Guice"
10134684832,"Sativa","Hybrid ",""
10134673876,"shark shock","wedding cake","pink panties"
10134672044,"Bruce Banner","Bio Diesel","Blue Dream"
10134431722,"Amnesia Lemon","Lemon Skunk","Super Sour Skunk"
10134424429,"Sour diesel ","Space queen",""
10133805034,"lemon jeffrey","Grandpa's Breath","Grape God"
10133779899,"Mr. Clean","Golden lemon","Pennywise"
10133620417,"Grand Daddy Purple","Master Kush","Jack Herrar "
10133562078,"Northern lights","Blue dream ","Green crack"
10133552929,"Chemdawg","Sour diesel ","Gorilla glue"
10133477675,"Bio Diesel","Platinum Girscout ","GG 4"
10133313827,"Gg4","Chuck og","Sour desiel"
10133294854,"Las Vegas bubba kush","Road kill skunk ","Bio Diesel"
10133282449,"OG Kush","Gorilla Glue","Harlequin "
10133161650,"Trainwreck","Maui Wowie","Jack Herer"
10132700663,"Double Black Domina","Grand Daddy Purp","Kush"
10132648660,"Ghost Train Haze ","Blue Dream","Facewreck"
10132248093,"Granddaddy Purple","Meltdown","Hindu Kush"
10132235608,"Night Nurse","Mango Kush","Lemon Jeffrey "
10132036582,"I haven't found my #1 favorite yet","Northern Lights","Alion"
10132020171,"Buddha's Sister","Bruce Banner","Durban Poison"
10131986175,"Lemon Jeffrey","Blueberry Haze","Night Nurse"
10131883157,"Indica","Indica","Indica"
10131764296,"Double Black Domina","Grape God","Sweet Tooth"
10131745201,"Double Black Domina","Pineapple Sage","Peach Puree"
10131678338,"Cinderella","Night nurse","Girls Scout Cookie"
10131630769,"Sweet tooth","Blueberry ","Facewreck"
10131593777,"Black mamba","Guptilla","Lucky charms"
10131560058,"Lemon Jeffrey","Blueberry Haze","Night Nurse"
10131452305,"Chocolope","Master Kush","Hard Candy"
10131451882,"Gorilla Glue","Hindu kush","Durban poison"
10131449748,"CBD 1:1","CBD 4:1","OG CUSH"
10131446639,"Tangie","Wedding Cake","Do-si-does"
10131426326,"Grand Daddy Purp","Blue Dream","Gorilla Glue"
10131387520,"Mr. Clean ","Grape God","Longs Peak Blue"
10131269258,"any hybrid","any hybrid","any hybrid"
10131268897,"unsure","unsure","unsure"
10131242201,"any kush","gorrilla glue","GSC"
10131242010,"sour tsu","sweet tooth ","gdp or ktdawg"
10131233757,"??","?","?"
10131214477,"Super Lemon Haze","Blue Dream","Sour Tangie"
10131213551,"indica","sativa","hybrid"
10131197986,"las vegas bubba kush","Bruce banner","Longs peak blue "
10131192376,"Granddaddy Purple","Hindu Kush","Mimosa"
10131191189,"blue dream","redline",""
10131187127,"C99","GSC","Blueberry"
10131117879,"Shark Shock and ALL HIGH CBD STRAINS ","AC/DC","Granddaddy Purple"
10130787672,"Bruce Banner","Ghost Train Haze","GSC"
10130458387,"Stardawg ","GDP","Penny wise "
10130189844,"Purple haze","Bruce Banner ","Ghost Train Haze"
10130158929,"Sweet tooth","Buddahs sister","Jack frost"
10130042878,"Harlequin ","Tangie","MOB"
10129907149,"idk","idk","isk"
10129774081,"Ghost train haze","Pineapple Express ","Cherry Pie"
10129685307,"Sour Tangie","Sour Diesel","Tangie"
10129676432,"Bubblegum","French toast","Dank sinatra"
10129670801,"Pink Lemonade","Platinum Wreck","Alien OG"
10129650193,"Tangie","Blueberry pie","Highwayman"
10129519603,"Tres sister","Girl scout","Peach puree"
10129485910,"Hawaiian Spice","Flo OG","Lemon Alien"
10129462723,"Bio Deisel","Blue OG","Gorilla Glue"
10129433706,"Girl Scout Cookies","GG4","Burnt Cream Pie"
10129349932,"Blue dream ","Jacksons jambo","Grand daddy purple"
10129239299,"Ak47","Chocolope","Big Bud"
