"id","response"
11250741921,"100"
11249911719,"100"
11249491628,"100"
11248704898,"3"
11238558967,"100"
11212618775,"0"
11211717848,"100"
11208627585,"100"
11183903124,"0"
11181279818,"80"
11179999382,"80"
11166535497,"10"
11161813510,"20"
11138930846,"0"
11138400653,"93"
11137973158,"0"
11136798812,"10"
11135990132,"100"
11135778856,"98"
11135570279,"100"
11135531344,"0"
11135411524,"100"
11135238481,"100"
11135136344,"100"
11135054998,"80"
11134932854,"100"
11134769709,"100"
11134708109,"0"
11134530007,"0"
11134452367,"100"
11134445906,"100"
11134443636,"40"
11076823569,"90"
11065479544,"100"
11064360862,"70"
11062634752,"100"
11054943670,"70"
11036310394,"10"
11034650778,"100"
11027692007,"80"
11006369538,"100"
10985275093,"0"
10975405385,"60"
10923325388,"100"
10894995749,"23"
10892827041,"100"
10889700541,"100"
10886185272,"100"
10880715177,"100"
10879062209,"100"
10877375002,"99"
10877194985,"80"
10876604101,"100"
10876510380,"100"
10875530570,"100"
10875529110,"100"
10875526461,"60"
10875467061,"100"
10875460020,"100"
10872582813,"100"
10867323115,"1"
10865633390,"100"
10863841131,"60"
10861388917,"100"
10857725293,"0"
10856302482,"100"
10852545455,"100"
10851333216,"98"
10850929741,"100"
10848597634,"0"
10848029491,"99"
10847964940,"10"
10847826329,"100"
10847199598,"90"
10847177434,"10"
10847042681,"100"
10847038072,"50"
10847010995,"100"
10846997868,"100"
10845744369,"0"
10844664050,"100"
10844291789,"100"
10843875549,"80"
10843842634,"100"
10843815732,"0"
10843808762,"100"
10841050682,"30"
10840178037,"100"
10836154511,"3"
10834663571,"0"
10833785776,"100"
10833532176,"100"
10832451640,"90"
10832224616,"100"
10832168862,"100"
10832128566,"100"
10831948842,"100"
10830882008,"100"
10822875373,"70"
10802360410,"100"
10758753382,"100"
10749570344,"50"
10749222846,"100"
10706606981,"10"
10685524216,"100"
10682649508,"20"
10671862630,"99"
10669140575,"97"
10668597062,"70"
10667582585,"100"
10667369837,"20"
10662496256,"50"
10660294275,"100"
10658577550,"100"
10624147163,"90"
10618149896,"100"
10615243125,"70"
10596255014,"50"
10585520406,"100"
10580341387,"100"
10579646891,"70"
10577144137,"100"
10574898510,"0"
10569704133,"100"
11213907729,"100"
11186271761,"0"
11170278059,"100"
11044680699,"100"
10977935510,"100"
10593527279,"100"
10699810522,"100"
10607782752,"100"
10575479401,"100"
